CommandID,RequestType,StartTick,EndTick,ChannelID,DieID
2188,READ,49540578862,49617065364,4,8
2189,WRITE,49557533862,50073767180,2,19
2190,READ,49583505877,49634992379,1,21
2191,READ,49594205877,49645692379,6,11
2192,READ,49606503377,49657989879,6,30
2193,WRITE,49619393377,50933364763,6,19
2194,READ,49641292580,49717779082,7,30
2195,READ,49660462580,49736949082,4,16
2196,WRITE,49681044283,50195015669,6,20
2197,READ,49694041783,49770528285,2,10
2198,READ,49703484283,49754970785,6,28
2199,WRITE,49753718597,50267689983,7,20
2200,READ,49775328597,49826815099,0,13
2201,READ,49803366097,49879852599,7,31
2202,READ,49804858597,49881345099,5,10
2203,WRITE,49822551097,51144096424,3,20
2204,READ,49824743597,49876614102,0,9
2205,READ,49845943597,49897430099,5,5
2206,WRITE,49846736097,50360707483,1,20
2207,READ,49867548112,49926413105,0,8
2208,READ,49882867627,49959354129,2,4
2209,WRITE,49910807627,50424779013,4,20
2210,READ,49923805127,50000291629,3,24
2211,READ,49942247627,49993734129,0,20
2212,READ,49962625127,50039111629,5,10
2213,WRITE,49963417627,51277389013,2,20
2214,READ,49980480127,50031966629,2,24
2215,READ,49991180127,50067666629,7,14
2216,WRITE,50007747627,50521719013,7,21
2217,READ,50036687142,50113173644,3,8
2218,READ,50054259642,50105746144,6,0
2219,WRITE,50078494157,50592465543,0,21
2220,READ,50092701657,50169188159,1,9
2221,READ,50113746172,50190232674,4,18
2222,READ,50133303672,50184790174,3,17
2223,WRITE,50149828187,51463799573,5,21
2224,READ,50161228187,50212714689,4,19
2225,READ,50170670687,50222157189,0,6
2226,WRITE,50210918187,51533741076,0,22
2227,READ,50238336704,50289823206,0,15
2228,READ,50250634204,50302120706,2,31
2229,WRITE,50260716704,51574688090,2,22
2230,READ,50272116704,50323603206,5,8
2231,READ,50285624204,50339622209,0,18
2232,READ,50307237016,50358723518,5,24
2233,WRITE,50324738719,51651206096,0,23
2234,READ,50343557922,50420044424,4,12
2235,READ,50361677125,50432778827,4,6
2236,WRITE,50384501328,50898472714,1,23
2237,READ,50397498828,50497795516,4,20
2238,READ,50406941328,50483427830,6,15
2239,WRITE,50464145843,50978117229,5,23
2240,READ,50477143343,50946489217,1,23
2241,READ,50486585843,50572594519,4,17
2242,READ,50517657546,50600465357,0,12
2243,WRITE,50535167061,51049138447,7,23
2244,READ,50555396576,51097154950,7,23
2245,READ,50612193903,50663680405,3,17
2246,WRITE,50636008418,51149979804,0,24
2247,READ,50646150918,50697637420,6,1
2248,READ,50694914920,50772436423,6,24
2249,WRITE,50728384747,52042356133,3,24
2250,READ,50807390059,50858876561,0,30
2251,READ,50821452074,50897938576,4,26
2252,READ,50890166901,50941653403,5,29
2253,WRITE,50930781728,52244753114,3,25
2254,READ,50946586728,51023073230,7,28
2255,READ,50971850931,51724222599,0,23
2256,WRITE,50985610931,51499582317,2,25
2257,READ,50997738431,51049224933,5,20
2258,READ,51015445446,51066931948,4,21
2259,WRITE,51058542773,51572514159,3,26
2260,READ,51086582288,51138068790,0,29
2261,READ,51101901803,51157979618,0,19
2262,READ,51115409303,51166895805,3,2
2263,WRITE,51132498818,52446470204,2,26
2264,READ,51199849241,51276335743,6,11
2265,READ,51210549241,51287035743,0,26
2266,WRITE,51222711741,52536683127,1,26
2267,READ,51238384241,51289870743,7,6
2268,READ,51239876741,51291363243,2,24
2269,WRITE,51325258756,51839230142,5,26
2270,READ,51336658756,51413145258,3,22
2271,READ,51349438756,51400925258,4,25
2272,READ,51364493756,51440980258,5,30
2273,WRITE,51365286256,51879257642,1,27
2274,READ,51436153583,51512640085,3,19
2275,READ,51449273583,51507582131,2,18
2276,WRITE,51479703098,52793674484,3,27
2277,READ,51494465113,51545951615,7,31
2278,READ,51550924940,51602411442,5,6
2279,WRITE,51572199940,52086171326,7,27
2280,READ,51574392440,51625878942,3,0
2281,READ,51593222440,51644708942,0,15
2282,READ,51603922440,51680408942,4,11
2283,WRITE,51619667440,52933638826,7,28
2284,READ,51631067440,51690191256,4,12
2285,READ,51646172440,51722658942,4,26
2286,WRITE,51667739143,52981710529,5,28
2287,READ,51683758658,51735245160,2,8
2288,READ,51702928658,51779415160,6,8
2289,WRITE,51723098173,52237069559,4,28
2290,READ,51743450673,51819937175,6,19
2291,READ,51759497688,51835984190,6,10
2292,READ,51774817203,51826303705,4,15
2293,WRITE,51785722203,53099693589,6,28
2294,READ,51813404218,51864890720,5,14
2295,READ,51860869190,51937355692,4,22
2296,WRITE,51879636205,53193607591,5,29
2297,READ,51895101205,51946587707,5,12
2298,READ,51905801205,51957287707,3,4
2299,WRITE,51915883705,53229855091,5,30
2300,READ,51926026205,52002512707,6,27
2301,READ,51978294156,52029780658,5,7
2302,READ,51993613671,52050355947,3,9
2303,WRITE,52002438671,52516410057,4,30
2304,READ,52033798186,52110284688,5,24
2305,READ,52068775686,52145262188,2,5
2306,WRITE,52083477701,52597449087,3,30
2307,READ,52095700201,52147186703,3,4
2308,READ,52126739688,52203226190,5,20
2309,WRITE,52140184203,52654155589,4,31
2310,READ,52178471530,52254958032,2,13
2311,READ,52189511530,52265998032,6,30
2312,READ,52234533857,52286020359,6,2
2313,WRITE,52288288372,53602259758,1,31
2314,READ,52307430872,52358917374,0,4
2315,READ,52323743372,52375229874,2,23
2316,WRITE,52324535872,53638507258,6,31
2317,READ,52334678372,52411164874,1,19
2318,READ,52394316496,52470802998,1,23
2319,WRITE,52407761011,53721732397,4,0
2320,READ,52442548338,52519034840,5,27
2321,READ,52482523165,52534009667,4,3
2322,READ,52505697680,52582184182,7,19
2323,WRITE,52557703304,53071674690,2,0
2324,READ,52569103304,52645589806,4,20
2325,READ,52579803304,52656289806,2,30
2326,WRITE,52592693304,53106664690,6,0
2327,READ,52618448602,52669935104,3,1
2328,READ,52632510617,52708997119,1,20
2329,WRITE,52684458256,53198429642,3,0
2330,READ,52697455756,52748942258,6,11
2331,READ,52708155756,52784642258,7,3
2332,READ,52721663256,52773149758,5,22
2333,WRITE,52740575271,53254546657,7,0
2334,READ,52784895098,52836381600,1,13
2335,READ,52826119613,52877606115,3,9
2336,WRITE,52837799613,53351770999,2,1
2337,READ,52852007113,52928493615,2,21
2338,READ,52869714128,52946200630,5,25
2339,WRITE,52908651455,54222622841,5,1
2340,READ,52968778782,53020265284,3,27
2341,READ,52981076282,53032562784,7,3
2342,READ,52994583782,53071070284,1,22
2343,WRITE,53017140797,54331112183,1,1
2344,READ,53055203124,53131689626,3,20
2345,READ,53066243124,53117729626,0,0
2346,WRITE,53103364799,54417336185,1,2
2347,READ,53123234799,53174721301,4,9
2348,READ,53146676502,53223163004,2,17
2349,WRITE,53158356502,53686305188,4,2
2350,READ,53169756502,53246243004,0,26
2351,READ,53179199002,53262546471,7,8
2352,READ,53216224002,53292710504,3,24
2353,WRITE,53234991017,53748962403,2,2
2354,READ,53250796017,53367509507,3,24
2355,READ,53278143517,53354630019,4,5
2356,WRITE,53288226017,53804344458,3,2
2357,READ,53305288517,53381775019,6,1
2358,READ,53315988517,53367475019,5,10
2359,WRITE,53326071017,53840042403,7,2
2360,READ,53336213517,53387700019,4,10
2361,READ,53400988032,53452474534,0,1
2362,READ,53413285532,53464772034,1,20
2363,WRITE,53423368032,54737339418,2,3
2364,READ,53436848032,53513334534,6,11
2365,READ,53451903032,53528389534,2,21
2366,WRITE,53452695532,54766666918,3,3
2367,READ,53487330047,53563816549,4,10
2368,READ,53498370047,53549856549,5,27
2369,WRITE,53548220186,54862191572,3,4
2370,READ,53566887998,53643374500,5,18
2371,READ,53585007201,53636493703,4,21
2372,READ,53599069216,53650555718,0,2
2373,WRITE,53632756231,54946727617,3,5
2374,READ,53682770406,53759256908,5,18
2375,READ,53701212906,53777699408,6,28
2376,WRITE,53716825406,54230796792,3,6
2377,READ,53719017906,53770504408,0,29
2378,READ,53734122906,53810609408,0,9
2379,WRITE,53760744921,54274716307,2,6
2380,READ,53796234408,53872720910,2,16
2381,READ,53815618923,53867105425,0,1
2382,READ,53830383923,53906870425,2,13
2383,WRITE,53840466423,54354437809,1,6
2384,READ,53857528923,53941904428,0,31
2385,READ,53868228923,53919715425,3,26
2386,WRITE,53886781423,55218454312,2,7
2387,READ,53906445938,53957932440,4,19
2388,READ,53919953438,53996439940,4,9
2389,WRITE,53942140453,54456111839,7,7
2390,READ,53957945453,54009431955,7,10
2391,READ,53975913265,54052399767,7,21
2392,READ,53989975280,54041461782,7,12
2393,WRITE,54029113970,54543085356,1,7
2394,READ,54043875985,54120362487,5,24
2395,READ,54072908000,54149394502,2,11
2396,WRITE,54086352515,54600323901,2,8
2397,READ,54152122342,54228608844,4,5
2398,READ,54181176545,54232663047,1,3
2399,WRITE,54266146372,55580117758,7,8
2400,READ,54283303872,54359790374,5,31
2401,READ,54300261372,54351747874,7,21
2402,READ,54301753872,54378240374,6,27
2403,WRITE,54315198387,55629169773,4,8
2404,READ,54375155402,55653134261,7,8
2405,READ,54396203214,54472689716,6,4
2406,WRITE,54408365714,55722337100,2,9
2407,READ,54425635714,54502122216,6,14
2408,READ,54429208214,54480694716,0,16
2409,WRITE,54455572729,54984273603,6,9
2410,READ,54496442556,54572929058,5,19
2411,READ,54515827071,54592313573,5,8
2412,READ,54528124571,54604611073,3,26
2413,WRITE,54538547071,55052518457,4,9
2414,READ,54575156898,54626643400,7,16
2415,READ,54614421101,54665907603,6,30
2416,WRITE,54631930616,55145902002,4,10
2417,READ,54657545131,54709031633,5,15
2418,READ,54659037631,54710524133,7,13
2419,WRITE,54671540131,55185511517,6,10
2420,READ,54699222146,54750708648,1,8
2421,READ,54742276973,54793763475,4,6
2422,READ,54759461973,54810948475,2,15
2423,WRITE,54778956488,55292927874,5,10
2424,READ,54794976003,54871462505,5,6
2425,READ,54810081003,54861567505,0,3
2426,WRITE,54827431315,56141402701,0,10
2427,READ,54842193330,54918679832,2,3
2428,READ,54903787020,54955273522,0,18
2429,WRITE,54915467020,55429438406,5,11
2430,READ,54927689520,54979176022,7,2
2431,READ,54958736535,55010223037,4,5
2432,READ,54995193238,55046679740,3,12
2433,WRITE,55008858238,56322829624,1,11
2434,READ,55024323238,55100809740,7,11
2435,READ,55033765738,55085252240,2,31
2436,WRITE,55047210253,55561181639,0,11
2437,READ,55085489768,55136976270,3,9
2438,READ,55100594768,55177081270,2,4
2439,WRITE,55119701783,55633673169,2,11
2440,READ,55134463798,55210950300,5,27
2441,READ,55179094017,55258528020,6,10
2442,READ,55194681517,55271168019,4,21
2443,WRITE,55210111032,56524082418,6,11
2444,READ,55232843844,55309330346,2,28
2445,READ,55251808359,55328294861,3,26
2446,WRITE,55260633359,55774604745,2,12
2447,READ,55292187874,55368674376,0,21
2448,READ,55310155686,55361642188,3,17
2449,WRITE,55327498186,56641469572,0,12
2450,READ,55346165998,55422652500,6,25
2451,READ,55360228013,55411714515,2,3
2452,READ,55401235340,55477721842,3,10
2453,WRITE,55410060340,56724031726,5,12
2454,READ,55446908776,55523395278,2,8
2455,READ,55462228291,55538714793,0,23
2456,WRITE,55471053291,56785024677,4,12
2457,READ,55509485618,55585972120,1,9
2458,READ,55558469793,55609956295,3,27
2459,WRITE,55575979308,56889950694,5,13
2460,READ,55602357120,55653843622,5,0
2461,READ,55619756635,55696243137,2,22
2462,READ,55632781635,55709268137,3,19
2463,WRITE,55654189135,56168160521,4,13
2464,READ,55678171635,55754658137,6,0
2465,READ,55688871635,55740358137,6,25
2466,WRITE,55698954135,57020852024,3,13
2467,READ,55713161635,56597098921,6,11
2468,READ,55735345838,55786832340,5,4
2469,WRITE,55754112853,56268084239,5,14
2470,READ,55771175353,55847661855,0,8
2471,READ,55787537853,55839024355,1,8
2472,READ,55801045353,55877531855,5,22
2473,WRITE,55819392368,56333363754,2,14
2474,READ,55829534868,55881021370,0,7
2475,READ,55879654695,55931141197,5,23
2476,WRITE,55898207195,56412178581,1,14
2477,READ,55914226710,55990713212,1,18
2478,READ,55923669210,56000155712,3,15
2479,WRITE,55961001225,56474972611,6,14
2480,READ,56032085740,56083572242,7,18
2481,READ,56043125740,56094612242,0,21
2482,READ,56115463379,56166949881,3,22
2483,WRITE,56128907894,56642879280,2,15
2484,READ,56175104909,56226591411,1,27
2485,READ,56203756612,56255243114,7,5
2486,WRITE,56214179112,56728150498,5,15
2487,READ,56258078939,56341363568,2,12
2488,READ,56289083754,56365570256,2,11
2489,WRITE,56302528269,57616499655,1,15
2490,READ,56359858581,56420178395,1,13
2491,READ,56379243096,56430729598,3,16
2492,READ,56388685596,56465172098,1,8
2493,WRITE,56402130111,56931762282,1,16
2494,READ,56451453062,56502939564,0,16
2495,READ,56466772577,56518259079,1,13
2496,WRITE,56481742577,57795713963,4,16
2497,READ,56498489592,56574976094,2,12
2498,READ,56516616607,56593103109,4,20
2499,WRITE,56541451919,57055423305,2,16
2500,READ,56557471434,56608957936,0,25
2501,READ,56566913934,56624775097,2,0
2502,READ,56614439558,56690926060,0,17
2503,WRITE,56636006261,57151270959,0,16
2504,READ,56667765776,57199287462,0,16
2505,READ,56669258276,56745744778,6,23
2506,WRITE,56683018276,57196989662,7,16
2507,READ,56698690776,56775177278,6,20
2508,READ,56702263276,56784959592,6,10
2509,WRITE,56730707791,57244679177,7,17
2510,READ,56766069806,56817556308,1,11
2511,READ,56785454321,57252678991,7,16
2512,READ,56804284321,56855770823,0,26
2513,WRITE,56815964321,57329935707,2,17
2514,READ,56831429321,56882915823,1,26
2515,READ,56840871821,56892358323,3,4
2516,WRITE,56854316336,57368287722,4,17
2517,READ,56887281163,56963767665,4,5
2518,READ,56925497866,56976984368,3,27
2519,WRITE,56937660366,57451631752,6,17
2520,READ,56949787866,57001274368,1,7
2521,READ,56967494881,57043981383,6,26
2522,READ,56999824084,57051310586,4,13
2523,WRITE,57014311584,58328282970,7,18
2524,READ,57036783599,57113270101,4,7
2525,READ,57062620614,57114107116,7,12
2526,WRITE,57092314817,57625691003,7,19
2527,READ,57105312317,57156798819,1,22
2528,READ,57114754817,57166241319,3,9
2529,WRITE,57146474332,58461122413,0,19
2530,READ,57160294332,57211780834,2,31
2531,READ,57198253535,57249740037,6,31
2532,READ,57222746035,57274232537,5,18
2533,WRITE,57232828535,58546799921,4,19
2534,READ,57246308535,57297795037,1,21
2535,READ,57273558535,57350045037,7,20
2536,WRITE,57274351035,57788322421,0,20
2537,READ,57294268535,57345755037,6,28
2538,READ,57309033535,57360520037,3,17
2539,WRITE,57319116035,58633087421,6,20
2540,READ,57330516035,57524648255,6,17
2541,READ,57344023535,57420510037,1,14
2542,READ,57373541347,57425027849,6,13
2543,WRITE,57403235550,58717206936,5,20
2544,READ,57418313050,57474826852,6,5
2545,READ,57439513050,57515999552,2,23
2546,WRITE,57442290550,57956261936,3,20
2547,READ,57458310065,57509796567,3,28
2548,READ,57473415065,57524901567,7,28
2549,WRITE,57490765377,58004736763,6,21
2550,READ,57505527392,57559595570,3,1
2551,READ,57550577531,57602064033,6,7
2552,READ,57562875031,57614361533,6,17
2553,WRITE,57577022531,58890993917,6,22
2554,READ,57588422531,57639909033,6,26
2555,READ,57599462531,57650949033,5,25
2556,WRITE,57642703467,58956674853,6,23
2557,READ,57666845170,57718331672,4,30
2558,READ,57677545170,57729031672,7,11
2559,WRITE,57689707670,58203679056,6,24
2560,READ,57705380170,57781866672,0,4
2561,READ,57706872670,57783359172,3,3
2562,READ,57750050309,57826536811,6,2
2563,WRITE,57763494824,58277466210,6,25
2564,READ,57829726839,57881213341,6,29
2565,READ,57848169339,57924655841,5,2
2566,WRITE,57863781839,58377753225,0,25
2567,READ,57865974339,57942460841,2,4
2568,READ,57875416839,57934438155,5,17
2569,WRITE,57912531666,58426503052,4,25
2570,READ,57976997670,58028484172,3,12
2571,READ,57992317185,58068803687,6,27
2572,READ,58003017185,58079503687,6,29
2573,WRITE,58015907185,59329878571,6,26
2574,READ,58043846700,58120333202,4,1
2575,READ,58061553715,58113040217,5,18
2576,WRITE,58102160730,59416132116,7,26
2577,READ,58113900730,58190387232,2,3
2578,READ,58153085557,58229572059,4,22
2579,WRITE,58161910557,58675881943,1,26
2580,READ,58224230384,58275716886,3,28
2581,READ,58242357399,58318843901,0,0
2582,READ,58261886914,58338373416,7,17
2583,WRITE,58311648589,59625619975,1,27
2584,READ,58323388589,58399875091,7,15
2585,READ,58370492792,58446979294,0,22
2586,WRITE,58384252792,59711458978,7,27
2587,READ,58396380292,58447866794,2,2
2588,READ,58417993104,58494479606,6,7
2589,WRITE,58433517619,59747489005,6,27
2590,READ,58473235431,58524721933,5,14
2591,READ,58488554946,58565041448,3,30
2592,READ,58504917446,58556403948,6,1
2593,WRITE,58513742446,59027713832,3,27
2594,READ,58528504461,58579990963,0,20
2595,READ,58561623664,59029691356,6,23
2596,WRITE,58586867867,59100839253,2,27
2597,READ,58612482382,58688968884,4,0
2598,READ,58613974882,58665461384,4,6
2599,WRITE,58624397382,59138368768,1,28
2600,READ,58664869397,58716355899,4,27
2601,READ,58701177036,58777663538,4,2
2602,READ,58716496551,58792983053,7,13
2603,WRITE,58735049051,59249020437,6,28
2604,READ,58751068566,58827555068,7,30
2605,READ,58762108566,58813595068,2,4
2606,WRITE,58812175893,59339138955,7,28
2607,READ,58830843705,58882330207,4,2
2608,READ,58848962908,59387155458,7,28
2609,WRITE,58862407423,60176378809,3,28
2610,READ,58915049750,58966536252,7,1
2611,READ,58926089750,59002576252,4,3
2612,READ,58999684889,59052375255,4,7
2613,WRITE,59010589889,60324561275,7,29
2614,READ,59046401904,59097888406,7,6
2615,READ,59067608919,59144095421,5,21
2616,WRITE,59077691419,60391662805,0,29
2617,READ,59089431419,59140917921,0,4
2618,READ,59134437609,59210924111,4,24
2619,WRITE,59149020109,59662991495,3,29
2620,READ,59178542124,59255028626,4,27
2621,READ,59190839624,59267326126,1,3
2622,READ,59200282124,59276768626,6,13
2623,WRITE,59241259139,59755230525,0,30
2624,READ,59292911154,59369397656,7,7
2625,READ,59305208654,59356695156,6,3
2626,WRITE,59315291154,59829262540,1,30
2627,READ,59325433654,59376920156,5,16
2628,READ,59380096466,59431582968,5,11
2629,WRITE,59398308966,59912280352,1,31
2630,READ,59409708966,59461195468,2,26
2631,READ,59420408966,59471895468,7,9
2632,READ,59435173966,59486660468,2,24
2633,WRITE,59449321466,59972779355,2,31
2634,READ,59462318966,59960296855,1,31
2635,READ,59475826466,59527312968,4,27
2636,WRITE,59500473169,60814444555,0,31
2637,READ,59513470669,59589957171,2,2
2638,READ,59524510669,59575997171,5,29
2639,WRITE,59557980496,60871951882,2,0
2640,READ,59610970635,59662457137,4,11
2641,READ,59625032650,59701519152,2,21
2642,READ,59657514665,59711301466,2,20
2643,WRITE,59696524180,61010495566,7,0
2644,READ,59706666680,59783492996,7,22
2645,READ,59744666195,59821152697,5,6
2646,WRITE,59762491195,60276462581,1,0
2647,READ,59775876195,59827362697,0,8
2648,READ,59788173695,59864660197,3,12
2649,WRITE,59801063695,60332736584,5,0
2650,READ,59819470710,59874442511,3,20
2651,READ,59860898037,59937384539,1,5
2652,READ,59877260537,59928747039,0,10
2653,WRITE,59891408037,61205379423,2,1
2654,READ,59904405537,59955892039,6,26
2655,READ,59913848037,59965334539,7,28
2656,WRITE,59953052552,60467475926,6,1
2657,READ,59976260052,60052746554,5,24
2658,READ,59993010052,60044496554,0,0
2659,WRITE,60004690052,60518661438,6,2
2660,READ,60016090052,60067576554,4,13
2661,READ,60026790052,60103276554,6,12
2662,READ,60036232552,60087719054,6,0
2663,WRITE,60086494879,61400466265,0,2
2664,READ,60106420191,60157906693,6,9
2665,READ,60121185191,60197671693,3,0
2666,WRITE,60132865191,61446836577,4,2
2667,READ,60143007691,60194494193,2,8
2668,READ,60193758315,60245244817,5,9
2669,WRITE,60215173627,60729145013,4,3
2670,READ,60231193142,60284462395,1,24
2671,READ,60242233142,60293719644,4,8
2672,READ,60276479332,60327965834,6,3
2673,WRITE,60325742283,61639713669,0,3
2674,READ,60349337283,60400823785,5,8
2675,READ,60360037283,60411523785,0,8
2676,WRITE,60371717283,60885688669,5,3
2677,READ,60383117283,60459603785,6,27
2678,READ,60392559783,60444046285,0,14
2679,WRITE,60431669922,60945641308,2,3
2680,READ,60447689437,60499175939,6,18
2681,READ,60461196937,60537683439,1,20
2682,READ,60484638640,60536125142,5,28
2683,WRITE,60496318640,61010290026,1,3
2684,READ,60510526140,60587012642,0,1
2685,READ,60537606452,60614092954,1,30
2686,WRITE,60560271452,61074242838,0,4
2687,READ,60573268952,60649755454,1,28
2688,READ,60582711452,60634197954,3,23
2689,WRITE,60620083779,61134055165,1,4
2690,READ,60651671591,60728158093,7,30
2691,READ,60669790794,60721277296,3,4
2692,READ,60683852809,60735339311,0,10
2693,WRITE,60768597636,61282569022,3,4
2694,READ,60783675136,60860161638,4,22
2695,READ,60798730136,60875216638,3,23
2696,WRITE,60799522636,62113494022,5,4
2697,READ,60847067463,60923553965,0,18
2698,READ,60903277602,60979764104,7,20
2699,WRITE,60914957602,61435137852,0,5
2700,READ,60926357602,61002844104,2,2
2701,READ,60939865102,61207071668,1,4
2702,READ,60961637117,61013123619,3,5
2703,WRITE,60978726632,62292698018,4,5
2704,READ,61015756459,61092242961,4,4
2705,READ,61043263162,61119749664,4,10
2706,WRITE,61057023162,62370994548,6,5
2707,READ,61072695662,61124182164,0,27
2708,READ,61074188162,61150674664,6,3
2709,WRITE,61109741286,62423712672,6,6
2710,READ,61124503301,61175989803,5,25
2711,READ,61155777816,61207264318,4,11
2712,READ,61182847019,61259333521,1,28
2713,WRITE,61185719519,62499690905,2,6
2714,READ,61199444519,61275931021,7,2
2715,READ,61221731534,61273218036,6,14
2716,WRITE,61245871049,62559842435,7,6
2717,READ,61257271049,61333757551,3,16
2718,READ,61270778549,61348017039,6,4
2719,WRITE,61301276361,62615247747,7,7
2720,READ,61317295876,61393782378,2,19
2721,READ,61327995876,61379482378,4,21
2722,READ,61337438376,61413924878,4,17
2723,WRITE,61367699054,62691066265,4,7
2724,READ,61382461069,61433947571,5,21
2725,READ,61417597772,61469084274,1,9
2726,WRITE,61435099475,61956637964,4,8
2727,READ,61470756975,61522243477,2,25
2728,READ,61472249475,61548735977,7,23
2729,WRITE,61490074475,62804045861,4,9
2730,READ,61507004475,61583490977,1,10
2731,READ,61508496975,61559983477,5,12
2732,READ,61517939475,61569425977,6,2
2733,WRITE,61555311802,62871567364,5,9
2734,READ,61594521629,61671008131,1,2
2735,READ,61617533644,61669020146,6,4
2736,WRITE,61618326144,62932297530,4,10
2737,READ,61630066144,62688264250,7,7
2738,READ,61671648184,61748134686,7,15
2739,WRITE,61703367699,63017339085,1,10
2740,READ,61715107699,61791594201,5,3
2741,READ,61778572214,61855058716,7,9
2742,READ,61823594541,61900081043,1,31
2743,WRITE,61886224368,63200195754,7,10
2744,READ,61931946695,62877062364,4,9
2745,READ,61988121210,62064607712,5,6
2746,WRITE,62094708225,62608679611,4,11
2747,READ,62145898052,62197384554,6,17
2748,READ,62229192879,62280679381,2,28
2749,WRITE,62313670518,62827641904,1,11
2750,READ,62328432533,62379919035,7,2
2751,READ,62413179860,62464666362,1,30
2752,READ,62422622360,62474108862,0,31
2753,WRITE,62454486875,63768458261,3,11
2754,READ,62510977014,62562463516,4,5
2755,READ,62520419514,62571906016,5,12
2756,WRITE,62533864029,63847835415,7,11
2757,READ,62604934168,62681420670,4,29
2758,READ,62619699168,62671185670,7,13
2759,WRITE,62632589168,63946560554,0,11
2760,READ,62652253683,62728740185,7,25
2761,READ,62661696183,62738182685,0,27
2762,READ,62711014307,62787500809,6,22
2763,WRITE,62725716322,64039687708,2,11
2764,READ,62741181322,62797283123,6,18
2765,READ,62755946322,62832432824,5,14
2766,WRITE,62767626322,64081597708,3,12
2767,READ,62777768822,62854255324,2,2
2768,READ,62823246946,62899733448,7,26
2769,WRITE,62846078961,63360050347,5,12
2770,READ,62857478961,62940297344,4,7
2771,READ,62873841461,62925327963,2,29
2772,READ,62892671461,62969157963,4,26
2773,WRITE,62906431461,63420402847,1,12
2774,READ,62919816461,62996302963,6,4
2775,READ,62930516461,62990096347,4,9
2776,WRITE,62953133961,63467105347,3,13
2777,READ,62974620976,63051107478,0,23
2778,READ,62989385976,63040872478,1,14
2779,WRITE,63005613476,64319584862,6,13
2780,READ,63020595976,63072082478,6,5
2781,READ,63035360976,63086847478,6,1
2782,READ,63051723476,63128209978,2,24
2783,WRITE,63064613476,63578584862,5,13
2784,READ,63088342991,63139829493,5,29
2785,READ,63103107991,63179594493,5,19
2786,WRITE,63114787991,64428759377,4,13
2787,READ,63124930491,63201416993,6,11
2788,READ,63162510006,63238996508,7,24
2789,WRITE,63172932506,63686903892,2,13
2790,READ,63219494833,63295981335,3,23
2791,READ,63236636848,63313123350,6,12
2792,READ,63250144348,64129614211,3,12
2793,WRITE,63272701363,64586672749,7,13
2794,READ,63331441987,63407928489,1,4
2795,READ,63345504002,63421990504,2,19
2796,WRITE,63391731329,64705702715,0,13
2797,READ,63446616156,63498102658,4,17
2798,READ,63458913656,63510400158,4,16
2799,WRITE,63467738656,64781710042,2,14
2800,READ,63499098171,63575584673,1,28
2801,READ,63533032686,63609519188,2,4
2802,READ,63544072686,63595559188,1,25
2803,WRITE,63616679701,64930651087,1,14
2804,READ,63642294216,63718780718,6,28
2805,READ,63643786716,63720273218,4,30
2806,WRITE,63654209216,64168180602,3,14
2807,READ,63718373731,63776458075,3,30
2808,READ,63752316058,63803802560,1,19
2809,WRITE,63762738558,65076709944,5,14
2810,READ,63808308073,63859794575,5,24
2811,READ,63823413073,63899899575,1,30
2812,READ,63837475088,63888961590,5,28
2813,WRITE,63881727103,65195698489,2,15
2814,READ,63893467103,63969953605,2,17
2815,READ,63932869118,63984355620,4,21
2816,WRITE,63941694118,64455665504,4,15
2817,READ,63982560069,64059154623,4,10
2818,READ,64004107084,64080593586,7,29
2819,WRITE,64017551599,64531522985,1,15
2820,READ,64076292223,64152778725,2,6
2821,READ,64098484238,64174970740,6,31
2822,READ,64115626253,64167112755,5,22
2823,WRITE,64124451253,65438422639,7,15
2824,READ,64165126080,64216612582,7,1
2825,READ,64196400595,64247887097,7,5
2826,WRITE,64211102610,64725073996,0,15
2827,READ,64224582610,64301069112,3,13
2828,READ,64236010110,64287496612,4,12
2829,WRITE,64255179625,65569151011,2,16
2830,READ,64282861640,64359348142,7,16
2831,READ,64320788967,64397275469,5,31
2832,READ,64338756779,64390243281,0,24
2833,WRITE,64352201294,65670932029,7,16
2834,READ,64390633621,64467120123,7,11
2835,READ,64429818448,64481304950,4,8
2836,WRITE,64442708448,65756679834,7,17
2837,READ,64461115463,64512601965,6,24
2838,READ,64501494666,64562400968,6,0
2839,WRITE,64518276681,65032248067,3,17
2840,READ,64530404181,64581890683,0,1
2841,READ,64551951196,65511439142,7,15
2842,READ,64566013211,64642499713,4,20
2843,WRITE,64602420711,65116392097,7,18
2844,READ,64618440226,65743948532,7,16
2845,READ,64629480226,64680966728,1,15
2846,WRITE,64673885053,65987856439,0,18
2847,READ,64714397380,64790883882,5,12
2848,READ,64745060192,64821546694,2,12
2849,WRITE,64758504707,66072476093,1,18
2850,READ,64823904534,64900391036,1,22
2851,READ,64837412034,64913898536,3,25
2852,READ,64855119049,64931605551,3,7
2853,WRITE,64936426376,66250397762,6,18
2854,READ,64958488079,65009974581,7,12
2855,READ,64970785579,65022272081,0,16
2856,WRITE,64979610579,65493581965,6,19
2857,READ,65049075406,65125561908,5,17
2858,READ,65061372906,65793747535,7,16
2859,WRITE,65070197906,65584169292,4,19
2860,READ,65108644459,65200360911,5,17
2861,READ,65158674424,65829696337,7,17
2862,READ,65168116924,65275159914,5,17
2863,WRITE,65232416439,65746387825,3,19
2864,READ,65244156439,65295642941,5,9
2865,READ,65309863454,65386349956,0,11
